unique_id,channel_name,relative_start,relative_end,local_start_time,local_end_time,duration_seconds,wav_filename
1,park_ranger_2,00:00:00,00:00:24,09:01:07,09:01:31,24.0,park_ranger_2_20260327_090107.wav
2,park_ranger_2,00:00:24,00:01:01,09:01:31,09:02:08,37.0,park_ranger_2_20260327_090131.wav
